608
4.41132 2.24768 0.698685 0
4.41132 2.24768 -0.698685 0
4.05656 2.06692 -2.06692 0
3.32623 1.6948 -3.32623 0
3.32623 3.32623 1.6948 0
3.51357 3.51357 0.556494 0
3.51357 3.51357 -0.556494 0
3.32623 3.32623 -1.6948 0
2.88675 2.88675 -2.88675 0
3.99148 -3.99148 2.03376 2
4.21628 -4.21628 0.667793 2
4.21628 -4.21628 -0.667793 2
3.99148 -3.99148 -2.03376 2
3.4641 -3.4641 -3.4641 2
4.86787 -2.4803 2.4803 2
5.29359 -2.69722 0.838422 2
5.29359 -2.69722 -0.838422 2
4.86787 -2.4803 -2.4803 2
3.99148 -2.03376 -3.99148 2
5.29359 -0.838422 2.69722 2
5.85492 -0.927329 0.927329 2
5.85492 -0.927329 -0.927329 2
5.29359 -0.838422 -2.69722 2
4.21628 -0.667793 -4.21628 2
5.29359 0.838422 2.69722 2
5.85492 0.927329 0.927329 2
5.85492 0.927329 -0.927329 2
5.29359 0.838422 -2.69722 2
4.21628 0.667793 -4.21628 2
4.86787 2.4803 2.4803 2
5.29359 2.69722 0.838422 2
5.29359 2.69722 -0.838422 2
4.86787 2.4803 -2.4803 2
3.99148 2.03376 -3.99148 2
3.99148 3.99148 2.03376 2
4.21628 4.21628 0.667793 2
4.21628 4.21628 -0.667793 2
3.99148 3.99148 -2.03376 2
3.4641 3.4641 -3.4641 2
1.01688 -1.99574 -1.99574 1
0.333897 -2.10814 -2.10814 1
-0.333897 -2.10814 -2.10814 1
-1.01688 -1.99574 -1.99574 1
-1.73205 -1.73205 -1.73205 1
1.24015 -1.24015 -2.43394 1
0.419211 -1.34861 -2.64679 1
-0.419211 -1.34861 -2.64679 1
-1.24015 -1.24015 -2.43394 1
-1.99574 -1.01688 -1.99574 1
1.34861 -0.419211 -2.64679 1
0.463664 -0.463664 -2.92746 1
-0.463664 -0.463664 -2.92746 1
-1.34861 -0.419211 -2.64679 1
-2.10814 -0.333897 -2.10814 1
1.34861 0.419211 -2.64679 1
0.463664 0.463664 -2.92746 1
-0.463664 0.463664 -2.92746 1
-1.34861 0.419211 -2.64679 1
-2.10814 0.333897 -2.10814 1
1.24015 1.24015 -2.43394 1
0.419211 1.34861 -2.64679 1
-0.419211 1.34861 -2.64679 1
-1.24015 1.24015 -2.43394 1
-1.99574 1.01688 -1.99574 1
1.01688 1.99574 -1.99574 1
0.333897 2.10814 -2.10814 1
-0.333897 2.10814 -2.10814 1
-1.01688 1.99574 -1.99574 1
-1.73205 1.73205 -1.73205 1
1.35584 -2.66099 -2.66099 0
0.445196 -2.81085 -2.81085 0
-0.445196 -2.81085 -2.81085 0
-1.35584 -2.66099 -2.66099 0
-2.3094 -2.3094 -2.3094 0
1.65354 -1.65354 -3.24525 0
0.558948 -1.79814 -3.52906 0
-0.558948 -1.79814 -3.52906 0
-1.65354 -1.65354 -3.24525 0
-2.66099 -1.35584 -2.66099 0
1.79814 -0.558948 -3.52906 0
0.618219 -0.618219 -3.90328 0
-0.618219 -0.618219 -3.90328 0
-1.79814 -0.558948 -3.52906 0
-2.81085 -0.445196 -2.81085 0
1.79814 0.558948 -3.52906 0
0.618219 0.618219 -3.90328 0
-0.618219 0.618219 -3.90328 0
-1.79814 0.558948 -3.52906 0
-2.81085 0.445196 -2.81085 0
1.65354 1.65354 -3.24525 0
0.558948 1.79814 -3.52906 0
-0.558948 1.79814 -3.52906 0
-1.65354 1.65354 -3.24525 0
-2.66099 1.35584 -2.66099 0
1.35584 2.66099 -2.66099 0
0.445196 2.81085 -2.81085 0
-0.445196 2.81085 -2.81085 0
-1.35584 2.66099 -2.66099 0
-2.3094 2.3094 -2.3094 0
1.6948 -3.32623 -3.32623 0
0.556494 -3.51357 -3.51357 0
-0.556494 -3.51357 -3.51357 0
-1.6948 -3.32623 -3.32623 0
-2.88675 -2.88675 -2.88675 0
2.06692 -2.06692 -4.05656 0
0.698685 -2.24768 -4.41132 0
-0.698685 -2.24768 -4.41132 0
-2.06692 -2.06692 -4.05656 0
-3.32623 -1.6948 -3.32623 0
2.24768 -0.698685 -4.41132 0
0.772774 -0.772774 -4.8791 0
-0.772774 -0.772774 -4.8791 0
-2.24768 -0.698685 -4.41132 0
-3.51357 -0.556494 -3.51357 0
2.24768 0.698685 -4.41132 0
0.772774 0.772774 -4.8791 0
-0.772774 0.772774 -4.8791 0
-2.24768 0.698685 -4.41132 0
-3.51357 0.556494 -3.51357 0
2.06692 2.06692 -4.05656 0
0.698685 2.24768 -4.41132 0
-0.698685 2.24768 -4.41132 0
-2.06692 2.06692 -4.05656 0
-3.32623 1.6948 -3.32623 0
1.6948 3.32623 -3.32623 0
0.556494 3.51357 -3.51357 0
-0.556494 3.51357 -3.51357 0
-1.6948 3.32623 -3.32623 0
-2.88675 2.88675 -2.88675 0
2.03376 -3.99148 -3.99148 2
0.667793 -4.21628 -4.21628 2
-0.667793 -4.21628 -4.21628 2
-2.03376 -3.99148 -3.99148 2
-3.4641 -3.4641 -3.4641 2
2.4803 -2.4803 -4.86787 2
0.838422 -2.69722 -5.29359 2
-0.838422 -2.69722 -5.29359 2
-2.4803 -2.4803 -4.86787 2
-3.99148 -2.03376 -3.99148 2
2.69722 -0.838422 -5.29359 2
0.927329 -0.927329 -5.85492 2
-0.927329 -0.927329 -5.85492 2
-2.69722 -0.838422 -5.29359 2
-4.21628 -0.667793 -4.21628 2
2.69722 0.838422 -5.29359 2
0.927329 0.927329 -5.85492 2
-0.927329 0.927329 -5.85492 2
-2.69722 0.838422 -5.29359 2
-4.21628 0.667793 -4.21628 2
2.4803 2.4803 -4.86787 2
0.838422 2.69722 -5.29359 2
-0.838422 2.69722 -5.29359 2
-2.4803 2.4803 -4.86787 2
-3.99148 2.03376 -3.99148 2
2.03376 3.99148 -3.99148 2
0.667793 4.21628 -4.21628 2
-0.667793 4.21628 -4.21628 2
-2.03376 3.99148 -3.99148 2
-3.4641 3.4641 -3.4641 2
-1.99574 -1.99574 -1.01688 1
-2.10814 -2.10814 -0.333897 1
-2.10814 -2.10814 0.333897 1
-1.99574 -1.99574 1.01688 1
-2.43394 -1.24015 -1.24015 1
-2.64679 -1.34861 -0.419211 1
-2.64679 -1.34861 0.419211 1
-2.43394 -1.24015 1.24015 1
-2.64679 -0.419211 -1.34861 1
-2.92746 -0.463664 -0.463664 1
-2.92746 -0.463664 0.463664 1
-2.64679 -0.419211 1.34861 1
-2.64679 0.419211 -1.34861 1
-2.92746 0.463664 -0.463664 1
-2.92746 0.463664 0.463664 1
-2.64679 0.419211 1.34861 1
-2.43394 1.24015 -1.24015 1
-2.64679 1.34861 -0.419211 1
-2.64679 1.34861 0.419211 1
-2.43394 1.24015 1.24015 1
-1.99574 1.99574 -1.01688 1
-2.10814 2.10814 -0.333897 1
-2.10814 2.10814 0.333897 1
-1.99574 1.99574 1.01688 1
-2.66099 -2.66099 -1.35584 0
-2.81085 -2.81085 -0.445196 0
-2.81085 -2.81085 0.445196 0
-2.66099 -2.66099 1.35584 0
-3.24525 -1.65354 -1.65354 0
-3.52906 -1.79814 -0.558948 0
-3.52906 -1.79814 0.558948 0
-3.24525 -1.65354 1.65354 0
-3.52906 -0.558948 -1.79814 0
-3.90328 -0.618219 -0.618219 0
-3.90328 -0.618219 0.618219 0
-3.52906 -0.558948 1.79814 0
-3.52906 0.558948 -1.79814 0
-3.90328 0.618219 -0.618219 0
-3.90328 0.618219 0.618219 0
-3.52906 0.558948 1.79814 0
-3.24525 1.65354 -1.65354 0
-3.52906 1.79814 -0.558948 0
-3.52906 1.79814 0.558948 0
-3.24525 1.65354 1.65354 0
-2.66099 2.66099 -1.35584 0
-2.81085 2.81085 -0.445196 0
-2.81085 2.81085 0.445196 0
-2.66099 2.66099 1.35584 0
-3.32623 -3.32623 -1.6948 0
-3.51357 -3.51357 -0.556494 0
-3.51357 -3.51357 0.556494 0
-3.32623 -3.32623 1.6948 0
-4.05656 -2.06692 -2.06692 0
-4.41132 -2.24768 -0.698685 0
-4.41132 -2.24768 0.698685 0
-4.05656 -2.06692 2.06692 0
-4.41132 -0.698685 -2.24768 0
-4.8791 -0.772774 -0.772774 0
-4.8791 -0.772774 0.772774 0
-4.41132 -0.698685 2.24768 0
-4.41132 0.698685 -2.24768 0
-4.8791 0.772774 -0.772774 0
-4.8791 0.772774 0.772774 0
-4.41132 0.698685 2.24768 0
-4.05656 2.06692 -2.06692 0
-4.41132 2.24768 -0.698685 0
-4.41132 2.24768 0.698685 0
-4.05656 2.06692 2.06692 0
-3.32623 3.32623 -1.6948 0
-3.51357 3.51357 -0.556494 0
-3.51357 3.51357 0.556494 0
-3.32623 3.32623 1.6948 0
-3.99148 -3.99148 -2.03376 2
-4.21628 -4.21628 -0.667793 2
-4.21628 -4.21628 0.667793 2
-3.99148 -3.99148 2.03376 2
-4.86787 -2.4803 -2.4803 2
-5.29359 -2.69722 -0.838422 2
-5.29359 -2.69722 0.838422 2
-4.86787 -2.4803 2.4803 2
-5.29359 -0.838422 -2.69722 2
-5.85492 -0.927329 -0.927329 2
-5.85492 -0.927329 0.927329 2
-5.29359 -0.838422 2.69722 2
-5.29359 0.838422 -2.69722 2
-5.85492 0.927329 -0.927329 2
-5.85492 0.927329 0.927329 2
-5.29359 0.838422 2.69722 2
-4.86787 2.4803 -2.4803 2
-5.29359 2.69722 -0.838422 2
-5.29359 2.69722 0.838422 2
-4.86787 2.4803 2.4803 2
-3.99148 3.99148 -2.03376 2
-4.21628 4.21628 -0.667793 2
-4.21628 4.21628 0.667793 2
-3.99148 3.99148 2.03376 2
-1.24015 2.43394 1.24015 1
-0.419211 2.64679 1.34861 1
0.419211 2.64679 1.34861 1
1.24015 2.43394 1.24015 1
-1.34861 2.64679 0.419211 1
-0.463664 2.92746 0.463664 1
0.463664 2.92746 0.463664 1
1.34861 2.64679 0.419211 1
-1.34861 2.64679 -0.419211 1
-0.463664 2.92746 -0.463664 1
0.463664 2.92746 -0.463664 1
1.34861 2.64679 -0.419211 1
-1.24015 2.43394 -1.24015 1
-0.419211 2.64679 -1.34861 1
0.419211 2.64679 -1.34861 1
1.24015 2.43394 -1.24015 1
-1.65354 3.24525 1.65354 0
-0.558948 3.52906 1.79814 0
0.558948 3.52906 1.79814 0
1.65354 3.24525 1.65354 0
-1.79814 3.52906 0.558948 0
-0.618219 3.90328 0.618219 0
0.618219 3.90328 0.618219 0
1.79814 3.52906 0.558948 0
-1.79814 3.52906 -0.558948 0
-0.618219 3.90328 -0.618219 0
0.618219 3.90328 -0.618219 0
1.79814 3.52906 -0.558948 0
-1.65354 3.24525 -1.65354 0
-0.558948 3.52906 -1.79814 0
0.558948 3.52906 -1.79814 0
1.65354 3.24525 -1.65354 0
-2.06692 4.05656 2.06692 0
-0.698685 4.41132 2.24768 0
0.698685 4.41132 2.24768 0
2.06692 4.05656 2.06692 0
-2.24768 4.41132 0.698685 0
-0.772774 4.8791 0.772774 0
0.772774 4.8791 0.772774 0
2.24768 4.41132 0.698685 0
-2.24768 4.41132 -0.698685 0
-0.772774 4.8791 -0.772774 0
0.772774 4.8791 -0.772774 0
2.24768 4.41132 -0.698685 0
-2.06692 4.05656 -2.06692 0
-0.698685 4.41132 -2.24768 0
0.698685 4.41132 -2.24768 0
2.06692 4.05656 -2.06692 0
-2.4803 4.86787 2.4803 2
-0.838422 5.29359 2.69722 2
0.838422 5.29359 2.69722 2
2.4803 4.86787 2.4803 2
-2.69722 5.29359 0.838422 2
-0.927329 5.85492 0.927329 2
0.927329 5.85492 0.927329 2
2.69722 5.29359 0.838422 2
-2.69722 5.29359 -0.838422 2
-0.927329 5.85492 -0.927329 2
0.927329 5.85492 -0.927329 2
2.69722 5.29359 -0.838422 2
-2.4803 4.86787 -2.4803 2
-0.838422 5.29359 -2.69722 2
0.838422 5.29359 -2.69722 2
2.4803 4.86787 -2.4803 2
-1.24015 -2.43394 -1.24015 1
-0.419211 -2.64679 -1.34861 1
0.419211 -2.64679 -1.34861 1
1.24015 -2.43394 -1.24015 1
-1.34861 -2.64679 -0.419211 1
-0.463664 -2.92746 -0.463664 1
0.463664 -2.92746 -0.463664 1
1.34861 -2.64679 -0.419211 1
-1.34861 -2.64679 0.419211 1
-0.463664 -2.92746 0.463664 1
0.463664 -2.92746 0.463664 1
1.34861 -2.64679 0.419211 1
-1.24015 -2.43394 1.24015 1
-0.419211 -2.64679 1.34861 1
0.419211 -2.64679 1.34861 1
1.24015 -2.43394 1.24015 1
-1.65354 -3.24525 -1.65354 0
-0.558948 -3.52906 -1.79814 0
0.558948 -3.52906 -1.79814 0
1.65354 -3.24525 -1.65354 0
-1.79814 -3.52906 -0.558948 0
-0.618219 -3.90328 -0.618219 0
0.618219 -3.90328 -0.618219 0
1.79814 -3.52906 -0.558948 0
-1.79814 -3.52906 0.558948 0
-0.618219 -3.90328 0.618219 0
0.618219 -3.90328 0.618219 0
1.79814 -3.52906 0.558948 0
-1.65354 -3.24525 1.65354 0
-0.558948 -3.52906 1.79814 0
0.558948 -3.52906 1.79814 0
1.65354 -3.24525 1.65354 0
-2.06692 -4.05656 -2.06692 0
-0.698685 -4.41132 -2.24768 0
0.698685 -4.41132 -2.24768 0
2.06692 -4.05656 -2.06692 0
-2.24768 -4.41132 -0.698685 0
-0.772774 -4.8791 -0.772774 0
0.772774 -4.8791 -0.772774 0
2.24768 -4.41132 -0.698685 0
-2.24768 -4.41132 0.698685 0
-0.772774 -4.8791 0.772774 0
0.772774 -4.8791 0.772774 0
2.24768 -4.41132 0.698685 0
-2.06692 -4.05656 2.06692 0
-0.698685 -4.41132 2.24768 0
0.698685 -4.41132 2.24768 0
2.06692 -4.05656 2.06692 0
-2.4803 -4.86787 -2.4803 2
-0.838422 -5.29359 -2.69722 2
0.838422 -5.29359 -2.69722 2
2.4803 -4.86787 -2.4803 2
-2.69722 -5.29359 -0.838422 2
-0.927329 -5.85492 -0.927329 2
0.927329 -5.85492 -0.927329 2
2.69722 -5.29359 -0.838422 2
-2.69722 -5.29359 0.838422 2
-0.927329 -5.85492 0.927329 2
0.927329 -5.85492 0.927329 2
2.69722 -5.29359 0.838422 2
-2.4803 -4.86787 2.4803 2
-0.838422 -5.29359 2.69722 2
0.838422 -5.29359 2.69722 2
2.4803 -4.86787 2.4803 2
